Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100)
1961,Candidate 1961,"Deep Learning, Python, SQL",18,B.Sc,None,AI Researcher,Reject,30857,18,92
650,Kathleen Farrell,"Linux, Cybersecurity, Ethical Hacking",10,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,56768,3,100
1547,Candidate 1547,"Networking, Cybersecurity, Ethical Hacking, Linux",20,B.Tech,Google ML,Data Scientist,Hire,49354,13,100
1640,Candidate 1640,"SQL, Machine Learning, Deep Learning, Python",3,M.Tech,Google ML,Software Engineer,Hire,39856,11,16
1920,Candidate 1920,"Python, Pytorch",2,B.Sc,AWS Certified,AI Researcher,Reject,135061,1,89
324,Brandon Monroe,"Ethical Hacking, Linux",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,93214,2,100
1856,Candidate 1856,"Ethical Hacking, Cybersecurity",6,MBA,Deep Learning Specialization,Software Engineer,Reject,93211,11,33
535,Alexandra Gilbert,"Networking, Linux",2,B.Sc,None,Cybersecurity Analyst,Reject,64118,0,30
1456,Candidate 1456,"Java, C++, React, SQL",16,PhD,None,Data Scientist,Hire,72994,7,93
246,Christine Reyes,"Deep Learning, Python, SQL",2,B.Sc,Deep Learning Specialization,Data Scientist,Hire,119054,8,85
661,Brenda Hall,"Java, SQL",8,M.Tech,Google ML,Software Engineer,Hire,50950,8,100
631,Kevin Cross,"Cybersecurity, Networking",4,PhD,None,Cybersecurity Analyst,Reject,98557,2,60
673,Shane Burch,"C++, React",9,MBA,None,Software Engineer,Hire,113428,2,100
1250,Candidate 1250,"Linux, Networking, Cybersecurity, Ethical Hacking",2,PhD,Google ML,Data Scientist,Hire,50202,15,25
1739,Candidate 1739,"Pytorch, TensorFlow, Python, NLP",1,B.Tech,Google ML,Cybersecurity Analyst,Hire,88278,6,29
483,Jodi Franklin,"React, C++, Java",10,MBA,Deep Learning Specialization,Software Engineer,Hire,76012,1,100
1585,Candidate 1585,"Ethical Hacking, Linux, Cybersecurity",6,MBA,AWS Certified,Cybersecurity Analyst,Reject,75157,1,14
1980,Candidate 1980,"Pytorch, TensorFlow",0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,113358,7,38
1409,Candidate 1409,"NLP, Python",15,M.Tech,Deep Learning Specialization,Software Engineer,Hire,56016,9,96
1939,Candidate 1939,"Python, SQL, Machine Learning",8,MBA,Deep Learning Specialization,Software Engineer,Reject,57209,1,77
1463,Candidate 1463,"SQL, Java, React",2,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,94746,10,27
765,Carrie Vazquez,"SQL, Deep Learning, Python",0,B.Tech,Google ML,Data Scientist,Reject,93534,5,50
571,Michael Smith,"TensorFlow, Python, NLP, Pytorch",9,MBA,None,AI Researcher,Hire,87232,0,100
380,Mr. Keith Smith,"SQL, Python, Deep Learning, Machine Learning",2,B.Tech,Google ML,Data Scientist,Hire,69741,10,100
857,Karen Castillo,"SQL, Deep Learning, Python",5,MBA,Deep Learning Specialization,Data Scientist,Hire,46669,5,100
1226,Candidate 1226,"Pytorch, TensorFlow, Python",9,PhD,None,Cybersecurity Analyst,Hire,76124,7,89
1191,Candidate 1191,"SQL, Java, C++",13,B.Tech,AWS Certified,AI Researcher,Hire,144872,3,41
766,Nicholas Stevens,"Python, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,Hire,52956,8,75
1282,Candidate 1282,"NLP, TensorFlow, Pytorch",9,MBA,AWS Certified,Data Scientist,Hire,126123,17,74
531,Crystal Parker,"Deep Learning, Machine Learning, SQL",5,M.Tech,None,Data Scientist,Hire,79635,9,100
658,Edward Duncan,"Networking, Linux, Ethical Hacking, Cybersecurity",0,MBA,None,Cybersecurity Analyst,Reject,108549,2,30
50,Christopher Nicholson,"Pytorch, Python",5,B.Tech,Deep Learning Specialization,AI Researcher,Hire,89338,1,75
1695,Candidate 1695,"Ethical Hacking, Networking, Linux",20,PhD,Google ML,AI Researcher,Hire,30363,17,36
1683,Candidate 1683,"Python, NLP, Pytorch",0,MBA,Google ML,AI Researcher,Hire,141774,16,43
859,Eric Ramirez,"Machine Learning, SQL, Deep Learning",10,PhD,None,Data Scientist,Hire,54054,0,100
923,Michael Padilla,"TensorFlow, Python",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,98529,1,95
1073,Candidate 1073,"Networking, Cybersecurity",4,PhD,AWS Certified,Cybersecurity Analyst,Hire,53168,9,42
720,Deanna Williams,"Pytorch, TensorFlow, Python, NLP",4,M.Tech,Google ML,AI Researcher,Hire,109802,3,85
152,Jacqueline Lee,"SQL, React, Java",6,PhD,AWS Certified,Software Engineer,Hire,99537,10,100
167,Joel Hansen,"Pytorch, NLP, Python",3,M.Tech,AWS Certified,AI Researcher,Hire,76100,6,85
981,Juan Le,"Python, SQL, Machine Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,71142,4,75
1661,Candidate 1661,"Networking, Linux, Ethical Hacking",8,B.Tech,Deep Learning Specialization,Software Engineer,Hire,79021,6,93
1657,Candidate 1657,"Networking, Ethical Hacking, Linux, Cybersecurity",2,M.Tech,Deep Learning Specialization,Data Scientist,Reject,113018,19,72
178,Terry Kaufman,"SQL, Deep Learning, Python, Machine Learning",8,B.Sc,Google ML,Data Scientist,Hire,118651,5,100
313,Laura Stewart,"Deep Learning, SQL, Python, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,Reject,52288,1,45
1082,Candidate 1082,"Java, React, C++",0,PhD,AWS Certified,Data Scientist,Reject,106875,4,49
173,Brenda Crawford,"React, SQL, C++",3,B.Tech,Google ML,Software Engineer,Hire,100722,5,80
956,Michael Johnson,"Deep Learning, Python, SQL, Machine Learning",3,B.Sc,AWS Certified,Data Scientist,Hire,113134,5,85
858,Autumn Obrien,"Networking, Cybersecurity, Linux",9,B.Tech,Google ML,Cybersecurity Analyst,Hire,69810,0,100
944,Michael Wilson,"Java, React, SQL, C++",3,PhD,None,Software Engineer,Hire,78794,4,70
1600,Candidate 1600,"Deep Learning, Machine Learning, Python, SQL",4,PhD,Google ML,Data Scientist,Hire,31990,8,25
729,Nicholas Phillips,"Pytorch, Python, NLP",2,B.Tech,None,AI Researcher,Reject,94786,4,55
223,James Myers,"Python, TensorFlow, Pytorch, NLP",6,B.Sc,None,AI Researcher,Hire,78872,4,100
1768,Candidate 1768,"NLP, TensorFlow, Pytorch, Python",15,B.Sc,Google ML,Data Scientist,Reject,40387,5,59
1784,Candidate 1784,"Java, SQL",6,M.Tech,Google ML,Cybersecurity Analyst,Hire,102618,11,75
1012,Candidate 1012,"Linux, Cybersecurity",2,MBA,None,AI Researcher,Reject,140005,2,26
1386,Candidate 1386,"Python, NLP, TensorFlow",8,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,96574,9,25
514,David Cruz,"Cybersecurity, Linux, Networking, Ethical Hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,77105,4,50
1400,Candidate 1400,"TensorFlow, NLP, Pytorch, Python",6,M.Tech,None,Software Engineer,Hire,57688,13,37
1196,Candidate 1196,"TensorFlow, NLP, Python",2,MBA,None,Data Scientist,Reject,62232,19,74
1766,Candidate 1766,"TensorFlow, Python, NLP",20,B.Tech,Deep Learning Specialization,Software Engineer,Hire,99381,7,35
1476,Candidate 1476,"Python, Deep Learning",0,B.Tech,None,Cybersecurity Analyst,Hire,38192,4,42
487,Eric Hill,"Ethical Hacking, Linux",6,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,83470,2,90
1496,Candidate 1496,"Cybersecurity, Networking, Linux, Ethical Hacking",13,B.Sc,None,AI Researcher,Hire,51748,4,44
881,Desiree White,"React, SQL",9,B.Tech,AWS Certified,Software Engineer,Hire,50001,6,100
298,Jerome Schmitt,"Networking, Cybersecurity, Linux, Ethical Hacking",8,MBA,Google ML,Cybersecurity Analyst,Hire,104087,4,100
78,Michael Vasquez,"Cybersecurity, Ethical Hacking, Linux, Networking",7,PhD,None,Cybersecurity Analyst,Hire,62406,1,95
1265,Candidate 1265,"C++, SQL, React",3,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,53666,1,47
1334,Candidate 1334,"Linux, Networking",10,M.Tech,None,Software Engineer,Hire,98932,3,35
959,Jesus Johnson,"C++, SQL, Java",7,B.Sc,None,Software Engineer,Hire,115535,5,100
1607,Candidate 1607,"NLP, TensorFlow",15,MBA,Google ML,Data Scientist,Reject,90579,12,79
708,Melissa Deleon,"Machine Learning, Python, SQL",2,PhD,AWS Certified,Data Scientist,Hire,43703,5,70
909,Amy Anderson,"Python, TensorFlow",5,B.Tech,Google ML,AI Researcher,Hire,88058,0,70
1930,Candidate 1930,"TensorFlow, Pytorch, NLP, Python",10,B.Sc,Google ML,Cybersecurity Analyst,Hire,85239,10,0
1610,Candidate 1610,"Python, Deep Learning, Machine Learning, SQL",1,B.Tech,None,Data Scientist,Hire,94365,1,42
928,Bianca Montoya,"C++, SQL, Java, React",7,B.Sc,None,Software Engineer,Hire,117476,10,100
1375,Candidate 1375,"Python, Deep Learning, Machine Learning",9,B.Tech,Google ML,Data Scientist,Reject,78490,2,32
1287,Candidate 1287,"TensorFlow, Pytorch, Python, NLP",6,B.Sc,AWS Certified,AI Researcher,Reject,77254,3,58
1987,Candidate 1987,"Python, Deep Learning, Machine Learning, SQL",4,B.Tech,None,Cybersecurity Analyst,Hire,87692,5,87
350,Shannon Young,"Ethical Hacking, Linux",2,M.Tech,None,Cybersecurity Analyst,Hire,115687,7,65
1369,Candidate 1369,"React, C++, Java, SQL",1,B.Tech,None,Software Engineer,Reject,142285,20,25
131,Jonathan Howard,"NLP, Python, Pytorch, TensorFlow",1,B.Sc,AWS Certified,AI Researcher,Reject,113470,4,60
644,Shannon Nguyen,"Networking, Ethical Hacking",3,B.Sc,Google ML,Cybersecurity Analyst,Reject,45918,0,50
866,Ashley Luna,"TensorFlow, Python, NLP",6,PhD,Deep Learning Specialization,AI Researcher,Hire,112672,2,95
43,Justin Ross,"NLP, TensorFlow, Python",3,M.Tech,None,AI Researcher,Hire,66403,10,95
1682,Candidate 1682,"Linux, Ethical Hacking, Cybersecurity, Networking",20,B.Tech,Google ML,Data Scientist,Reject,128237,17,5
670,Sara Brewer,"Deep Learning, Python, SQL",2,PhD,Deep Learning Specialization,Data Scientist,Reject,70971,3,60
1623,Candidate 1623,"Deep Learning, Machine Learning, Python, SQL",13,MBA,None,AI Researcher,Hire,148385,12,67
128,Gary Hanson,"Pytorch, Python",3,MBA,Deep Learning Specialization,AI Researcher,Reject,48726,0,50
1261,Candidate 1261,"SQL, Deep Learning",20,B.Tech,Google ML,Software Engineer,Reject,136183,20,76
769,Robin Bradford,"Python, Deep Learning, SQL, Machine Learning",9,MBA,None,Data Scientist,Hire,93197,0,100
1819,Candidate 1819,"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,AWS Certified,Data Scientist,Hire,143975,15,25
1180,Candidate 1180,"Python, Pytorch, TensorFlow",16,MBA,Google ML,AI Researcher,Hire,32100,7,96
1368,Candidate 1368,"Linux, Ethical Hacking",15,MBA,Deep Learning Specialization,AI Researcher,Reject,68161,12,11
1955,Candidate 1955,"TensorFlow, Pytorch",20,M.Tech,None,Data Scientist,Reject,73355,15,20
209,Derrick Mendoza,"Cybersecurity, Ethical Hacking, Networking, Linux",1,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,102390,6,70
1851,Candidate 1851,"Python, Deep Learning, Machine Learning",20,B.Tech,AWS Certified,Software Engineer,Reject,71004,2,3
1588,Candidate 1588,"Deep Learning, SQL",16,M.Tech,Google ML,Cybersecurity Analyst,Hire,72691,9,71
1796,Candidate 1796,"TensorFlow, Pytorch",2,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,48112,17,100
255,Sara Collins,"React, C++, SQL, Java",7,MBA,Deep Learning Specialization,Software Engineer,Hire,90437,5,100
373,Crystal Parker,"NLP, Pytorch, Python",4,PhD,Google ML,AI Researcher,Hire,45733,9,100
1358,Candidate 1358,"Machine Learning, Deep Learning, SQL",1,B.Sc,Deep Learning Specialization,Data Scientist,Hire,57893,3,46
787,Amy Campbell,"Python, Deep Learning",9,B.Tech,AWS Certified,Data Scientist,Hire,108567,1,100
1587,Candidate 1587,"Python, NLP, Pytorch, TensorFlow",7,B.Sc,AWS Certified,AI Researcher,Hire,100825,3,86
141,Ronald Thomas,"Deep Learning, Python, SQL",3,B.Sc,Google ML,Data Scientist,Hire,64716,2,65
789,Christina Sanchez,"TensorFlow, NLP",3,B.Tech,Google ML,AI Researcher,Hire,74914,10,100
324,Brandon Monroe,"Ethical Hacking, Linux",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,93214,2,100
690,Jennifer Shaw,"Python, TensorFlow",3,B.Sc,AWS Certified,AI Researcher,Hire,70067,3,65
715,Jacob Ferrell,"C++, SQL, Java",0,M.Tech,AWS Certified,Software Engineer,Reject,41382,0,25
196,Kimberly Anderson,"Pytorch, Python",7,B.Tech,None,AI Researcher,Hire,42236,6,100
1310,Candidate 1310,"Pytorch, Python, TensorFlow",12,PhD,None,Software Engineer,Hire,47227,18,42
1688,Candidate 1688,"Networking, Cybersecurity, Linux",17,B.Tech,AWS Certified,AI Researcher,Hire,130782,12,79
1180,Candidate 1180,"Python, Pytorch, TensorFlow",16,MBA,Google ML,AI Researcher,Hire,32100,7,96
1521,Candidate 1521,"NLP, TensorFlow",11,B.Tech,Google ML,Cybersecurity Analyst,Hire,73331,3,68
1908,Candidate 1908,"Linux, Ethical Hacking",9,PhD,AWS Certified,Data Scientist,Hire,132196,14,57
619,Larry Williams,"TensorFlow, NLP, Python, Pytorch",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,115539,9,100
407,Tiffany Rogers,"NLP, Pytorch, TensorFlow",8,MBA,Deep Learning Specialization,AI Researcher,Hire,102267,6,100
207,Jenny Weaver,"Ethical Hacking, Linux, Cybersecurity, Networking",7,MBA,None,Cybersecurity Analyst,Hire,116460,10,100
38,Jason Flores,"C++, SQL, Java",5,B.Tech,Google ML,Software Engineer,Hire,97505,7,100
1083,Candidate 1083,"Ethical Hacking, Linux",6,MBA,Deep Learning Specialization,AI Researcher,Reject,149346,19,44
853,Timothy Smith,"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,AWS Certified,Cybersecurity Analyst,Hire,97789,5,85
418,James Bell,"Deep Learning, Machine Learning, Python, SQL",5,B.Tech,None,Data Scientist,Hire,112155,0,70
498,Matthew Reynolds,"Java, SQL",8,M.Tech,Deep Learning Specialization,Software Engineer,Hire,115051,2,100
1915,Candidate 1915,"TensorFlow, Pytorch, NLP, Python",8,MBA,AWS Certified,AI Researcher,Hire,67180,13,60
343,Dylan Keller,"Python, NLP, TensorFlow",7,B.Sc,Google ML,AI Researcher,Hire,62487,8,100
578,Timothy Wong,"React, C++, Java",8,MBA,AWS Certified,Software Engineer,Hire,65676,0,100
1921,Candidate 1921,"Ethical Hacking, Linux, Networking",9,B.Tech,None,AI Researcher,Hire,107130,20,9
783,Miss Katherine Olson DDS,"SQL, C++",7,M.Tech,Deep Learning Specialization,Software Engineer,Hire,61986,5,100
1005,Candidate 1005,"NLP, Python, TensorFlow",16,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,39567,20,45
1324,Candidate 1324,"Machine Learning, Python, Deep Learning",5,M.Tech,Google ML,Cybersecurity Analyst,Reject,102248,20,94
1461,Candidate 1461,"SQL, Python",15,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,139083,9,90
1778,Candidate 1778,"TensorFlow, Pytorch, Python, NLP",8,MBA,Google ML,Data Scientist,Hire,93703,3,60
304,Carlos Goodwin,"Python, NLP",8,B.Sc,Google ML,AI Researcher,Hire,89808,10,100
1371,Candidate 1371,"C++, Java, React",14,MBA,Deep Learning Specialization,Data Scientist,Hire,127324,5,12
460,Brandon Reyes,"TensorFlow, Python, NLP",6,B.Tech,Google ML,AI Researcher,Hire,88432,4,100
665,Debra Martinez,"Python, NLP, Pytorch, TensorFlow",8,B.Tech,AWS Certified,AI Researcher,Hire,71605,3,100
1178,Candidate 1178,"Cybersecurity, Ethical Hacking, Linux, Networking",20,MBA,Google ML,Cybersecurity Analyst,Hire,54635,17,70
1245,Candidate 1245,"Ethical Hacking, Networking, Cybersecurity",20,MBA,AWS Certified,AI Researcher,Reject,100561,13,54
437,David Collins,"Java, React, C++",0,PhD,Deep Learning Specialization,Software Engineer,Reject,47445,2,35
1358,Candidate 1358,"Machine Learning, Deep Learning, SQL",1,B.Sc,Deep Learning Specialization,Data Scientist,Hire,57893,3,46
1132,Candidate 1132,"Machine Learning, Python, SQL",19,MBA,AWS Certified,Software Engineer,Hire,135556,18,54
1565,Candidate 1565,"SQL, Deep Learning, Python",19,B.Sc,AWS Certified,AI Researcher,Reject,97839,12,6
869,Peter Wilson,"Java, React, SQL, C++",6,M.Tech,Google ML,Software Engineer,Hire,66936,5,100
85,Lisa Navarro,"Java, SQL, C++",0,B.Sc,AWS Certified,Software Engineer,Reject,52290,2,35
1451,Candidate 1451,"Machine Learning, Deep Learning, SQL, Python",4,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,129905,12,41
1801,Candidate 1801,"Networking, Linux",9,M.Tech,None,Data Scientist,Reject,116769,15,76
942,Mr. Matthew Brewer,"NLP, TensorFlow, Python",2,MBA,None,AI Researcher,Reject,94281,2,45
962,Melanie Oliver,"SQL, Deep Learning, Python",9,B.Sc,Google ML,Data Scientist,Hire,96487,0,100
842,Matthew Mckinney,"Python, Pytorch",5,MBA,AWS Certified,AI Researcher,Hire,101270,7,100
603,Clifford Andrews,"SQL, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,54536,0,70
686,Nicholas White,"TensorFlow, NLP",2,MBA,None,AI Researcher,Hire,99963,10,80
1150,Candidate 1150,"SQL, C++, Java",14,M.Tech,Google ML,Cybersecurity Analyst,Hire,128406,7,57
867,Timothy Buckley,"Python, SQL, Machine Learning",10,MBA,Google ML,Data Scientist,Hire,114118,2,100
1719,Candidate 1719,"SQL, Python, Machine Learning, Deep Learning",15,MBA,Google ML,Data Scientist,Reject,138297,6,88
1050,Candidate 1050,"Python, NLP",0,M.Tech,Deep Learning Specialization,AI Researcher,Hire,110622,11,81
291,Olivia Montgomery,"TensorFlow, Python",2,PhD,Deep Learning Specialization,AI Researcher,Hire,73596,9,85
12,Ralph Barrera,"Cybersecurity, Ethical Hacking, Networking",0,MBA,Google ML,Cybersecurity Analyst,Reject,62708,5,50
544,Sarah Jones,"Ethical Hacking, Networking",6,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,119478,2,90
203,Danny Torres,"Ethical Hacking, Cybersecurity, Networking",8,B.Tech,None,Cybersecurity Analyst,Hire,66329,0,95
1413,Candidate 1413,"Machine Learning, Python, SQL",6,MBA,Deep Learning Specialization,Software Engineer,Reject,117574,15,22
1616,Candidate 1616,"Machine Learning, Python, SQL",10,M.Tech,Google ML,Software Engineer,Hire,80923,3,80
605,Sara Jackson,"Python, Deep Learning, Machine Learning",5,M.Tech,None,Data Scientist,Hire,94342,10,100
698,Kristy Horton,"Linux, Ethical Hacking",4,B.Tech,None,Cybersecurity Analyst,Hire,110442,7,85
917,Amy Carter,"TensorFlow, Python, NLP, Pytorch",0,M.Tech,None,AI Researcher,Reject,113643,4,40
1155,Candidate 1155,"Python, TensorFlow, Pytorch, NLP",19,B.Sc,Deep Learning Specialization,AI Researcher,Hire,30301,13,54
443,Jason Cummings,"Machine Learning, SQL, Deep Learning",7,MBA,Google ML,Data Scientist,Hire,79303,6,100
1100,Candidate 1100,"Python, Machine Learning",10,B.Tech,AWS Certified,Cybersecurity Analyst,Reject,129983,19,98
1089,Candidate 1089,"Deep Learning, Python, SQL, Machine Learning",5,MBA,None,Data Scientist,Reject,65110,12,62
1884,Candidate 1884,"Python, NLP",10,B.Tech,Google ML,AI Researcher,Reject,32938,6,54
1152,Candidate 1152,"Machine Learning, Python, Deep Learning",1,B.Tech,Google ML,Software Engineer,Hire,146075,2,62
1625,Candidate 1625,"TensorFlow, Python, NLP",18,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,108290,4,50
515,John Braun,"Java, React, SQL, C++",1,B.Sc,None,Software Engineer,Hire,107509,10,80
822,Ronald Tucker,"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,None,Cybersecurity Analyst,Reject,93079,2,30
168,Katherine Cabrera,"Networking, Cybersecurity, Ethical Hacking",2,B.Sc,Google ML,Cybersecurity Analyst,Hire,63016,7,80
479,Johnny Arias,"Networking, Ethical Hacking, Linux, Cybersecurity",10,M.Tech,Google ML,Cybersecurity Analyst,Hire,56891,0,100
1775,Candidate 1775,"TensorFlow, NLP",2,PhD,None,Data Scientist,Hire,122103,0,80
1224,Candidate 1224,"Python, Pytorch, TensorFlow",9,MBA,AWS Certified,Data Scientist,Hire,112878,20,3
1689,Candidate 1689,"Python, TensorFlow",7,B.Tech,None,Cybersecurity Analyst,Reject,49036,5,61
1303,Candidate 1303,"Cybersecurity, Networking, Linux, Ethical Hacking",4,B.Sc,Google ML,AI Researcher,Reject,76672,11,87
1001,Candidate 1001,"SQL, Machine Learning",2,M.Tech,Deep Learning Specialization,Software Engineer,Hire,47092,5,74
1286,Candidate 1286,"C++, React, SQL, Java",8,M.Tech,AWS Certified,AI Researcher,Reject,148873,6,0
1561,Candidate 1561,"SQL, Machine Learning",4,B.Tech,AWS Certified,Data Scientist,Hire,60702,7,29
1506,Candidate 1506,"TensorFlow, Pytorch, NLP, Python",6,B.Tech,AWS Certified,AI Researcher,Hire,145942,10,30
1478,Candidate 1478,"Pytorch, Python, TensorFlow",7,B.Tech,Google ML,Data Scientist,Hire,45392,13,5
19,Jonathon Pineda,"SQL, Python, Deep Learning",3,MBA,None,Data Scientist,Hire,112439,10,95
1638,Candidate 1638,"Python, SQL, Deep Learning, Machine Learning",15,M.Tech,None,Cybersecurity Analyst,Reject,120917,3,98
1668,Candidate 1668,"Ethical Hacking, Linux, Networking",16,M.Tech,None,AI Researcher,Hire,63359,17,27
494,Paula Fletcher,"Machine Learning, Python, SQL",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,116481,8,100
1126,Candidate 1126,"Machine Learning, SQL, Python",19,B.Sc,Deep Learning Specialization,AI Researcher,Hire,79042,11,76
1405,Candidate 1405,"React, Java, C++, SQL",4,PhD,AWS Certified,Data Scientist,Reject,88270,17,13
1094,Candidate 1094,"Cybersecurity, Networking",4,M.Tech,Google ML,AI Researcher,Reject,129792,13,16
1864,Candidate 1864,"Linux, Cybersecurity",4,PhD,Google ML,Software Engineer,Hire,142381,2,18
722,Albert Rivera,"Cybersecurity, Networking",3,PhD,None,Cybersecurity Analyst,Hire,42368,9,85
448,Amber Parker,"Machine Learning, Python",8,B.Sc,None,Data Scientist,Hire,40162,7,100
424,Cristian Hernandez,"C++, React, Java, SQL",7,B.Tech,AWS Certified,Software Engineer,Hire,59061,6,100
270,Jerry Allen,"Cybersecurity, Linux, Networking, Ethical Hacking",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,94447,4,100
133,Eric Gregory,"Ethical Hacking, Networking, Linux, Cybersecurity",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,114147,4,100
585,Andrew Santiago,"Ethical Hacking, Cybersecurity, Linux",6,MBA,Google ML,Cybersecurity Analyst,Hire,66802,1,90
624,Luke Johnson,"Pytorch, NLP",5,M.Tech,AWS Certified,AI Researcher,Hire,64489,4,90
688,Kenneth Johnson,"Linux, Cybersecurity, Ethical Hacking",7,B.Tech,None,Cybersecurity Analyst,Hire,41678,8,100
1333,Candidate 1333,"TensorFlow, Pytorch, Python, NLP",10,PhD,None,Cybersecurity Analyst,Hire,101454,11,57
285,Tara Williams,"Python, Deep Learning",7,B.Tech,None,Data Scientist,Hire,104891,2,90
1134,Candidate 1134,"SQL, Deep Learning, Python, Machine Learning",0,M.Tech,None,AI Researcher,Hire,38288,6,44
1609,Candidate 1609,"Networking, Cybersecurity",3,PhD,AWS Certified,Data Scientist,Hire,71691,6,17
673,Shane Burch,"C++, React",9,MBA,None,Software Engineer,Hire,113428,2,100
233,Jennifer Lane,"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,Hire,110523,4,70
1010,Candidate 1010,"Deep Learning, Python, Machine Learning, SQL",10,B.Sc,Google ML,AI Researcher,Reject,69199,8,75
1200,Candidate 1200,"Machine Learning, Deep Learning, Python",5,B.Sc,None,Software Engineer,Reject,98256,16,45
308,Andrew Shaw,"Python, SQL",1,MBA,Deep Learning Specialization,Data Scientist,Hire,112556,7,65
361,James Cline,"Linux, Ethical Hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,76342,4,60
1397,Candidate 1397,"Machine Learning, Deep Learning, Python, SQL",0,B.Sc,None,AI Researcher,Reject,42433,19,6
1648,Candidate 1648,"NLP, TensorFlow, Python, Pytorch",15,PhD,None,Cybersecurity Analyst,Reject,64274,20,51
925,Amy Reynolds,"Cybersecurity, Networking, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,54594,2,100
1678,Candidate 1678,"Deep Learning, SQL, Machine Learning",3,MBA,None,AI Researcher,Reject,64532,4,11
1311,Candidate 1311,"TensorFlow, Pytorch",0,M.Tech,Google ML,Software Engineer,Hire,33861,1,89
1171,Candidate 1171,"Cybersecurity, Ethical Hacking, Linux, Networking",0,MBA,AWS Certified,Cybersecurity Analyst,Reject,89026,18,71
1955,Candidate 1955,"TensorFlow, Pytorch",20,M.Tech,None,Data Scientist,Reject,73355,15,20
801,Scott Kaiser,"TensorFlow, NLP, Pytorch, Python",8,M.Tech,Google ML,AI Researcher,Hire,53090,6,100
401,Christopher Chandler DVM,"Cybersecurity, Linux, Ethical Hacking",5,MBA,AWS Certified,Cybersecurity Analyst,Hire,59821,5,100
345,Whitney Thompson,"Deep Learning, Machine Learning, SQL, Python",1,M.Tech,Deep Learning Specialization,Data Scientist,Hire,79991,10,90
695,Emily Meyer,"Cybersecurity, Ethical Hacking",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,84569,7,75
987,Carolyn Little,"SQL, Deep Learning, Machine Learning",1,MBA,None,Data Scientist,Hire,44099,8,65
526,Jenna Burnett,"Networking, Cybersecurity",7,PhD,None,Cybersecurity Analyst,Hire,50704,0,80
744,Steve Smith,"Deep Learning, SQL, Python, Machine Learning",5,M.Tech,AWS Certified,Data Scientist,Hire,97148,1,85
947,Theresa Hansen,"Cybersecurity, Networking, Linux, Ethical Hacking",1,B.Sc,None,Cybersecurity Analyst,Hire,99954,8,70
1672,Candidate 1672,"Java, SQL, C++",8,PhD,Google ML,Cybersecurity Analyst,Hire,33078,8,49
447,Susan Warren,"TensorFlow, Python, NLP",10,MBA,None,AI Researcher,Hire,95290,0,100
23,William Clark,"Machine Learning, Deep Learning, SQL",4,MBA,AWS Certified,Data Scientist,Hire,107045,8,100
114,Paula Mills,"Pytorch, TensorFlow",0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,98413,3,35
1438,Candidate 1438,"Ethical Hacking, Networking, Linux",8,B.Tech,Google ML,Cybersecurity Analyst,Reject,56238,20,88
972,Jennifer Morris,"C++, SQL",8,B.Sc,Google ML,Software Engineer,Hire,112514,8,100
1242,Candidate 1242,"Pytorch, TensorFlow",20,MBA,Google ML,Software Engineer,Reject,115269,20,93
1143,Candidate 1143,"Networking, Linux, Ethical Hacking, Cybersecurity",3,B.Tech,AWS Certified,Data Scientist,Reject,44528,0,34
410,Raymond Perez,"Python, SQL",0,PhD,Deep Learning Specialization,Data Scientist,Hire,118756,9,65
